y,Voxel Count,Gray Levels,Energy,Entropy,Maximum Intensity,Mean Intensity,Median Intensity,Range,Mean Deviation,Root Mean Square,Standard Deviation,Skewness,Kurtosis,Variance,Uniformity,Volume mm^3,Volume cc,Surface Area mm^2,Surface:Volume Ratio,Compactness 1,Compactness 2,Maximum 3D Diameter,Spherical Disproportion,Sphericity,Autocorrelation,Cluster Prominence,Cluster Shade,Cluster Tendency,Contrast,Correlation,Difference Entropy,Dissimilarity,Energy (GLCM),Entropy(GLCM),Homogeneity 1,Homogeneity 2,IMC1,IDMN,IDN,Inverse Variance,Maximum Probability,Sum Average,Sum Entropy,Sum Variance,Variance (GLCM),SRE,LRE,GLN,RLN,RP,LGLRE,HGLRE,SRLGLE,SRHGLE,LRLGLE,LRHGLE,Extruded Surface Area,Extruded Volume,Extruded Surface:Volume Ratio,Box-Counting Dimension,Correlation Dimension
0,6123,175,53183757,35571.6944,183,89.20610812,90,232,21.4497446,93.1933474,26.98460401,-0.16377663,0.214482943,728.1688538,401291,4260.507693,4.260507693,2485.431667,0.58336514,13.1004194,0.133711758,34.04998983,4.16E-05,0.511355816,51198611.15,2.72E+12,16342998423,103784944.6,4957282.077,27095.29302,34215.62964,128118.8462,8865.076923,-60042.84346,511.8201697,220.643924,-1.904374613,5329.384615,5329.384615,231.2020129,6.153846154,1031632.231,-26339.5035,3.00E+11,53497679.39,0.925028312,2.763047069,60.49793975,4811.278025,0.937989171,0.000440234,9800.600272,0.000413876,9209.035875,0.001169381,23447.05984,532015.2087,380273.4477,1.39903328,2.446381742,-40.15197059
0,11438,210,70567841,73623.59765,182,71.57973422,71,232,25.83216782,78.54298186,32.34096195,0.014247998,-0.018683093,1045.93782,1153418,7186.757572,7.186757572,3417.176389,0.475482351,17.87227319,0.146391605,37.18481459,2.01E-05,0.52703411,120468358.5,4.41E+12,25902203127,165800183.1,13221867.62,7469.682053,73036.9781,291853.7692,19141.23077,-129007.1957,860.7500255,354.2246837,-1.890466807,10252.76923,10252.76923,371.615431,7.230769231,2186171.154,-57161.69318,1.61E+12,126571111,0.924967124,4.239067277,93.28185779,9048.313427,0.9383499,0.000298388,12229.80364,0.000278422,11470.77422,0.0011613,44207.09307,892743.8336,516463.2198,1.728571947,2.149002619,-72.04596691
0,9710,222,72745970,60934.09998,189,80.83192585,82,239,24.24353324,86.55056326,30.95255614,-0.202683782,0.53194073,958.0607315,899936,6756.415108,6.756415108,4491.766182,0.664815011,14.00221131,0.056968344,39.77202725,2.99E-05,0.384778857,124901242,1.05E+13,50783402674,258764564.8,10749821.38,37493.47738,55582.15149,234037.3846,14730.61538,-99175.64047,689.0655446,283.6618718,-1.899784183,8184.615385,8184.615385,293.3337504,6.692307692,2004564.462,-44153.81092,1.44E+12,129942433.5,0.888515829,8.945037119,86.20213562,7100.741689,0.94311178,0.000279046,15591.25463,0.000243012,14020.47124,0.004946017,125973.6919,924244.0845,548405.2024,1.685330628,2.121869751,-71.44213174
0,9817,206,61994264,64195.64285,179,74.87195681,77,229,20.55530867,79.4606821,26.630449,-0.576589585,1.342667291,709.1808139,1104771,5734.364218,5.734364218,3159.019056,0.550892642,15.02711143,0.117968534,37.6493489,2.92E-05,0.490443212,135144962.8,8.82E+12,45827482781,247997029.8,4926920.154,23998.96815,64505.30541,160382.9231,21344.84615,-110682.9468,1008.799581,466.4276366,-1.845087028,8635.769231,8635.769231,490.1443693,9.230769231,2135040.615,-48392.02015,2.23E+12,137173729.2,0.903856582,5.075689515,101.3969143,7241.519596,0.9198016,0.000410604,15538.00662,0.000322837,14258.62607,0.003964132,69675.76687,582222.581,431861.8211,1.34816868,2.125894387,-70.50811625
0,6578,186,27888890,38093.01721,168,58.10550319,58,218,23.26196159,65.10760324,29.38489916,0.025951083,0.160600946,863.4722987,428732,5990.005182,5.990005182,3018.353032,0.503898234,16.18100798,0.147569521,35.5562198,2.55E-05,0.5284439,51562028.77,2.58E+12,15681959478,102203739.1,8255078.615,22129.60415,35992.3577,172542.3077,9085.461538,-64845.68033,473.6957625,194.4480471,-1.913218466,5773.307692,5773.307692,203.8585762,5.923076923,1083097.538,-29037.37031,3.40E+11,55508775.41,0.918076156,3.744053768,60.68984496,5148.203916,0.944558786,0.000545513,9556.446285,0.000497632,8847.839495,0.003506852,31943.87123,668667.204,351678.3219,1.901360313,2.467702847,-40.54658312
0,72586,270,539567686,649404.8142,236,78.47182652,79,286,28.62498552,86.21484791,35.71649044,-0.041057182,0.036828715,1275.667689,41618824,48154.96211,48.15496211,15040.02653,0.312325581,44.58961346,0.077088334,74.86116151,1.97E-06,0.425594708,1204717626,2.97E+14,-1.06E+12,3951341838,69212216.31,-45048.49827,669765.5612,1677720.462,441716,-1189071.377,6332.391137,2726.891187,-1.733876418,67044.61538,67044.61538,2853.401213,21.61538462,17621314.31,-539361.8762,5.01E+14,1223162883,0.945184698,6.851173364,504.7038586,57583.3068,0.900037939,0.000159845,18013.29233,0.000147199,17274.52171,0.001695686,84796.22714,NA,NA,NA,NA,NA
0,29862,208,77621945,235312.5477,169,40.55224031,40,219,24.40227385,50.98038839,30.90098715,0.045944279,0.138247357,954.8710068,8295654,21436.4017,21.4364017,10453.60623,0.487656761,25.29683527,0.045494379,61.45859445,6.90E-06,0.356987146,239821156.2,3.67E+12,-26456501951,218384113.2,27999788.54,-30034.64704,232512.4689,678443.3077,100002.3846,-415978.1359,2511.355677,1077.110002,-1.797550682,26845.46154,26845.46154,1124.085643,14,4958166.692,-187667.2523,2.38E+13,250752687.6,0.921248255,5.677662667,250.3154568,22784.77883,0.914609769,0.000745197,9391.600954,0.000644358,8760.279636,0.006668885,45069.27118,2013978.678,929517.3227,2.166693002,2.404323226,-81.03745604
0,12609,218,60281893,81583.17829,183,59.74613371,59,233,27.93724199,69.13754407,34.80318702,-0.006622443,-0.154484369,1211.261827,1289499,11693.04967,11.69304967,5489.880707,0.469499477,21.19878254,0.093458593,50.77840985,1.22E-05,0.453808974,149018404.9,6.44E+12,34957884323,206963469.5,13574691.77,10766.29063,82129.17885,306635.7692,21178.61538,-142175.8238,986.2730117,411.9964899,-1.889467025,11242.76923,11242.76923,420.9130423,7.538461538,2531459.308,-62369.7504,1.87E+12,155207105.4,0.922147103,4.054273765,95.19084083,9893.51423,0.938828798,0.000296755,13507.08661,0.000274671,12756.06844,0.001360025,38481.84737,1139387.7,712452.5365,1.599247166,2.179460179,-71.54229094
0,10642,179,46259023,71424.91103,164,61.07940237,61,211,19.66029654,65.9241989,24.8222092,-0.02421222,0.20010513,616.1420696,1313084,7482.65625,7.48265625,4161.5625,0.556161123,16.31711009,0.087860708,45.08394947,2.26E-05,0.44456121,82590995.46,1.09E+12,8775637117,77632740.95,8091481.077,-1399.669519,67663.82227,217697.5385,21637.69231,-121733.4041,910.2468321,397.7700727,-1.854876748,9316.615385,9316.615385,413.7942496,8.384615385,1737324.923,-54649.27979,1.78E+12,86131649.85,0.907474925,7.437898119,112.6113654,8001.536202,0.928780015,0.000317271,9302.868842,0.00029882,8490.979552,0.001720186,66911.50989,829980.75,458258.2031,1.811163978,2.138999041,-72.7482841
0,5142,216,29202019,26994.05064,201,67.47277324,68,251,26.39341897,75.35914012,33.56399487,-0.066265319,0.301351894,1126.541752,231880,4121.635844,4.121635844,2486.205765,0.603208498,12.6707786,0.125020261,31.71774411,4.44E-05,0.500027014,59488453.31,8.35E+12,36826040554,170325811.5,7235587.462,105949.4665,25101.88769,140096.3846,5937.230769,-44190.61768,341.2474409,138.3271479,-1.940952795,4374.153846,4374.153846,146.6533947,4.692307692,1010772.231,-19386.09616,1.72E+11,63011256.13,0.908376333,3.948187236,42.59525199,3957.404436,0.952248452,0.000392988,14058.79434,0.00031174,12984.22644,0.001714192,46372.55193,518998.9211,281472.78,1.843868956,1.927338468,-63.45206103
1,7731,171,35688312,47137.79427,159,62.03130255,63,189,22.14084867,67.94115101,27.71963695,-0.12991614,-0.050673526,768.3782725,615613,4014.517198,4.014517198,2172.069175,0.541053648,13.50442047,0.177868098,29.28208229,4.09E-05,0.562383652,57587994.38,1.65E+12,11411438078,85052892.96,7041162.154,9957.632434,45096.58512,173056.9231,11917.15385,-79958.07728,614.2543813,260.9437196,-1.896800346,6753,6753,271.2777709,6.615384615,1230230.769,-35429.128,5.20E+11,60824149.87,0.938835962,2.491668428,73.47631687,6250.7629,0.935454663,0.000551137,8890.546612,0.000477426,8405.354971,0.004011556,20514.85226,484894.7828,250224.2183,1.937841134,2.037107804,-69.1795146
1,48407,233,260064179,416344.3028,202,66.70582767,67,252,23.87373479,73.29392881,30.37733343,-0.138135766,0.36254509,922.7823866,22353297,29583.16316,29.58316316,10451.45429,0.353290628,34.91552062,0.086698466,63.65401378,3.62E-06,0.44259225,638317639.4,3.48E+13,-1.84E+11,1049373911,57817155.31,-29328.19886,411487.5239,1264733.308,241974.1538,-758330.6759,3806.567314,1587.001778,-1.756451114,44570.76923,44570.76923,1657.106167,18.76923077,10577601.31,-349477.3733,2.23E+14,658566863.6,0.941784445,5.969543781,404.3917004,38284.10495,0.902781066,0.000231425,14807.02794,0.000214792,14006.79272,0.00171458,82608.63229,3444111.922,1990259.905,1.730483498,2.529712649,-90.55649229
1,43031,274,257041872,356703.8242,250,69.59661639,69,300,26.45351151,77.28518616,33.61134522,0.200479094,0.529995903,1129.722527,15945291,27486.15494,27.48615494,10380.27883,0.377654818,32.58865032,0.076392952,64.48867473,4.17E-06,0.424311138,598494287.2,2.91E+12,-19525479152,212361498.2,44942082.46,-33622.17861,359480.9,1046304.308,173510.4615,-642458.1247,3518.927457,1488.426418,-1.779046244,39321.38462,39321.38462,1545.885263,15.84615385,9528029.231,-290628.6808,9.97E+13,615982093.4,0.93622841,5.691651777,330.4181761,33904.96052,0.911174949,0.000193852,15732.71385,0.000180204,14764.963,0.002513691,86910.24285,3123323.128,1925552.354,1.622040097,2.501011616,-86.5405729
1,99736,268,508101049,937280.7291,243,61.67011911,62,293,28.42248624,71.37226352,35.9340545,-0.003271652,0.175961357,1291.256272,79225140,54653.8757,54.6538757,19336.70543,0.353803004,42.80137367,0.046724736,92.21818725,1.96E-06,0.360176704,1243052030,4.79E+15,-9.79E+12,20354514435,122006174.8,-52738.03397,951571.5389,2643289.769,742472.9231,-1724677.759,7875.546019,3274.06296,-1.719013941,92592.76923,92592.76923,3436.257219,26.76923077,20979804.54,-790363.5778,1.07E+15,1277151940,0.941778991,5.918375092,690.4699913,78047.14697,0.8935374,0.000483132,14074.61768,0.000446198,13308.42796,0.005253533,77552.85749,6384465.932,3448261.391,1.851502891,NA,NA
1,34068,211,121148197,281749.8395,188,53.19135259,53,238,20.99970888,59.63220606,26.95830362,0.114478049,0.495810526,726.7501342,12640614,16948.11031,16.94811031,8009.476743,0.472588188,23.8860085,0.063224078,68.1256043,8.46E-06,0.398376918,344368076.6,4.47E+12,-32869268308,270883899,21014028,-20995.4175,279727.8788,622213.6923,168941.6923,-497494.1215,3364.814944,1529.169254,-1.7461852,30561.38462,30561.38462,1602.784957,20.15384615,6384207.538,-224569.4639,5.92E+13,350501463.6,0.920369733,12.48000281,325.4670609,25546.58078,0.899549318,0.000216679,11414.29129,0.000201714,10610.23302,0.002314103,127586.6835,1642182.454,911056.4448,1.802503526,2.44546867,-83.02002415
1,21689,227,86349935,157988.9202,204,53.19097238,53,254,26.86046226,63.09516622,33.94110036,0.01074667,0.116723503,1151.998294,3980589,14388.90383,14.38890383,6171.315493,0.428894068,24.12871946,0.099626425,44.29021238,9.05E-06,0.463580168,230965542.5,1.40E+12,8927533175,97046083.08,18394659.85,-21752.28997,163023.5428,471773.8462,55392.23077,-281931.1535,1908.065569,831.9421294,-1.833050311,19663.76923,19663.76923,867.8672499,10.69230769,4143845.385,-124808.8671,9.34E+12,238583248,0.920496646,5.059972942,167.2005315,16688.48559,0.922981164,0.000720586,12056.80997,0.00060934,11198.19413,0.015367962,53480.7501,1394757.062,791710.8054,1.761700172,2.316918115,-77.20478221
1,16419,239,142248198,113079.6472,215,86.67628966,86,259,26.71072552,93.07523838,33.9242433,0.137077511,0.205221579,1150.854283,2301697,10146.62933,10.14662933,4525.268555,0.445987372,20.92428471,0.125650115,50.37796595,1.33E-05,0.500865322,225770343.9,8.05E+12,42933807884,255402684.4,12643833.31,1281.314656,118147.6556,339363.6154,36593.30769,-201195.4436,1491.960218,656.8666593,-1.848836554,14849.61538,14849.61538,684.062546,9.923076923,3579255.308,-88254.1106,5.22E+12,231162135,0.925777454,6.026642775,128.0985069,12852.48749,0.928150782,0.000205391,15250.41968,0.000181976,14408.95297,0.001451242,67366.76526,1103092.383,880509.1553,1.252789226,2.23930296,-74.22469896
1,47382,245,291151312,398944.1987,234,70.8089992,71,284,26.54412305,78.38367177,33.62814046,0.003241411,0.1989001,1130.851831,19160334,40235.42867,40.23542867,12661.9851,0.314697408,41.78616335,0.090191217,64.20125492,2.37E-06,0.448457627,668583004.4,1.79E+13,-1.06E+11,690557262.1,74039728,-35295.91323,395983.8717,1422666.923,193167.8462,-730890.3051,3378.876015,1355.873144,-1.783427484,43894.76923,43894.76923,1425.165142,16.23076923,10741173.23,-337060.235,1.79E+14,697768567.3,0.941190493,4.461688285,359.3479366,37774.84068,0.911386343,0.000206893,16039.20311,0.000166819,15172.37999,0.001927588,67845.00234,4718127.641,2870483.897,1.643669782,2.525357872,-90.28852421
1,25146,266,163157050,182874.3215,230,70.11015669,71,280,31.52192148,80.54812226,39.66050596,-0.013673764,0.030293742,1572.955733,4543254,15539.74915,15.53974915,6535.272217,0.420551976,25.08187193,0.09784741,49.21261122,8.21E-06,0.460804217,348834325.4,4.53E+12,28399347160,212248916,51755827.08,-24354.32842,178473.1965,856745.6923,51274.38462,-324349.1124,1555.400791,601.8176089,-1.870705883,22700.53846,22700.53846,630.5444459,9.384615385,5555613.077,-147289.9057,1.77E+13,372929722.6,0.942377319,5.593437962,167.7623376,20761.3927,0.940091405,0.000542822,16294.70719,0.000504514,15490.24075,0.002254335,79987.55859,2226594.067,1109874.023,2.006168286,2.367227678,-82.19512814
1,92939,180,196353865,936393.8148,148,40.87796297,41,198,16.45292757,45.95650117,21.01689289,-0.236397471,0.534657564,441.7097866,119723783,48260.92535,48.26092535,15147.50896,0.31386694,44.47608618,0.075791414,82.56863665,1.97E-06,0.423194488,757384357.6,3.28E+16,-4.17E+13,53128816092,49640575.38,-18890.48249,937086.5245,1629918.308,1718933,-1740236.475,10036.16235,4624.888311,-1.615758641,86909.15385,86909.15385,4832.833786,54.84615385,16100573.23,-809786.7315,2.08E+15,739624104.4,0.938146043,14.36240985,1030.788828,67815.98288,0.84127306,0.000244875,8886.944565,0.000218339,8403.898435,0.007755362,109437.3082,NA,NA,NA,NA,NA
1,23248,208,106913391,178961.48,178,62.08478149,62,228,21.63094852,67.80855403,27.28187905,-0.132502548,0.257177145,744.3009246,5671228,16602.64214,16.60264214,7141.019677,0.430113449,25.25973466,0.085610316,55.87610245,7.86E-06,0.440732793,267002212.3,3.54E+11,2578057344,51048941.54,20196780.77,-14162.03764,175476.3643,514368,73765.53846,-317818.5264,1988.548399,855.574675,-1.801157335,20997.23077,20997.23077,882.4914542,13.61538462,4689605.385,-144163.8429,2.32E+13,274827815.3,0.918246591,6.540584734,218.8771914,17690.4971,0.916356742,0.000269535,13109.97789,0.000257592,12058.2611,0.000937016,82289.20133,1749354.611,1037154.514,1.686686591,2.341389381,-81.40563801
1,11504,193,38939047,76743.34474,158,51.18471836,51,208,21.81397942,58.17215829,27.65775411,-0.10586485,0.27139504,764.9513624,1386252,7268.123763,7.268123763,4046.687722,0.556771989,16.14783302,0.090156683,37.35727904,2.32E-05,0.448400384,102371316.5,1.92E+12,13882079733,109577827.9,11371620.15,154.1344846,72694.58509,267874.9231,21933.07692,-131298.0339,899.7426581,378.2394969,-1.866385326,10101.84615,10101.84615,396.4762429,8.615384615,2014943.077,-59094.51479,2.20E+12,107510586.9,0.923226577,3.736968518,110.5311742,8972.782185,0.931829731,0.000414355,10626.13061,0.000386652,9896.599054,0.00116024,36297.09424,827621.3156,379015.8486,2.183606091,2.172999665,-72.35836875
1,33507,262,124056464,260106.6285,235,47.47903423,45,285,30.0352489,60.84406298,38.05450961,0.403478964,0.419452601,1448.145702,8553583,22829.1087,22.8291087,9593.15903,0.4202161,28.52810495,0.066764462,64.1177332,5.59E-06,0.405678306,324607884.9,2.65E+12,-12356531089,178840329.5,39581220,-44723.73397,267316.4606,863900.9231,98365,-469403.6745,2654.250607,1113.531321,-1.819997655,30704.23077,30704.23077,1158.955512,12.15384615,6073417.385,-210020.7888,2.37E+13,341686767.3,0.927414824,8.116048156,231.5462567,26116.09677,0.917496,0.000769287,11279.07441,0.000673001,10499.32595,0.011568085,94186.89644,2355347.095,1148979.972,2.049946172,2.426172801,-80.37172431
1,13862,249,85904609,89497.09096,244,68.5090896,69,294,30.85720414,78.72102642,38.77672154,-0.01575347,0.075174728,1503.634133,1418790,9344.835815,9.344835815,4776.007813,0.511085257,18.59031378,0.090656853,46.14360916,1.66E-05,0.449228064,187749003.9,1.20E+13,57527449786,300308495.2,18759543.54,16462.35407,90056.51899,377645.3846,22222.46154,-156106.611,1000.457227,410.5702443,-1.899650233,12365.23077,12365.23077,425.3112546,7.230769231,2976337.385,-68525.82001,2.41E+12,196535127,0.916041992,4.969069209,95.68087888,10769.8357,0.94201081,0.000549555,15825.15406,0.000525035,14583.64481,0.00199549,70889.23184,1177341.004,652093.8608,1.805477823,2.217563456,-73.17764888
1,16669,220,139932841,117823.5342,213,86.46775451,86,260,23.96172643,91.61877537,30.30053824,0.023486228,0.232558786,918.1226179,2639997,8139.160156,8.139160156,4210.546875,0.517319575,17.61079602,0.100368178,46.3554541,1.93E-05,0.46472783,201108115.5,3.33E+12,22191716545,165029068.4,17975380.08,-4668.112807,115854.5139,409985.4615,36961.61538,-207671.7492,1314.819014,553.2675157,-1.850791707,14999.61538,14999.61538,576.4004929,9.538461538,3433090.846,-93368.90956,7.08E+12,209032607.7,0.929167284,4.529191875,144.5110471,13181.03709,0.930654324,0.000213675,13823.8216,0.000202786,12949.7288,0.000710556,55919.53967,1139665.625,704374.5117,1.617982488,2.256189365,-76.94999641
1,20128,192,58780413,149523.1943,164,45.76147655,47,214,22.44524229,54.03702434,28.74400457,-0.263792773,0.395750919,826.2177985,4140512,14300.29674,14.30029674,10175.7951,0.711579297,17.18137345,0.021950146,73.17990685,1.51E-05,0.279992117,167235128.5,3.30E+11,2057221576,44150912.46,17785268.85,-14823.424,134216.8449,425712.2308,50491.84615,-242484.446,1573.354459,674.1827453,-1.823365671,16817.07692,16817.07692,714.4793261,11.69230769,3311349.154,-109533.7704,9.41E+12,174615861.6,0.878398277,17.32145415,189.8185171,14252.19189,0.934400605,0.001105066,10218.76482,0.000898697,9068.840337,0.024985351,162148.8738,1485598.941,683810.3789,2.172530553,2.304453437,-78.14151914
1,36693,253,184250894,295722.7051,232,62.40291064,63,282,26.37677951,70.85901495,33.57521161,-0.03482423,0.357257974,1127.294835,11640271,22675.57526,22.67557526,8996.484375,0.39674779,29.5756858,0.079863899,56.76930426,5.31E-06,0.430642449,458173213.5,2.22E+12,-14245927212,154855857.8,36854020.08,-30928.46545,300169.6168,870202.0769,136266.8462,-533986.4434,3080.851373,1319.128102,-1.790573472,33551.30769,33551.30769,1360.297853,15.69230769,7686550.538,-240669.2207,6.24E+13,472577440.6,0.9362963,5.910833536,285.3439279,29092.49601,0.917341182,0.000301169,14029.13383,0.000287849,13229.29492,0.001300148,73032.45772,2392198.901,1439594.055,1.661717685,2.456395541,-85.29425412
1,29588,227,153236395,231389.7419,189,64.53606192,65,238,25.28794912,71.9652694,31.84496107,-0.112881609,0.103045045,1014.101545,7849460,15364.31702,15.36431702,6809.909839,0.443228933,24.12741246,0.084538552,49.70659817,8.75E-06,0.438885873,370584153.9,7.96E+11,-2199826944,82545287.65,27922464.54,-23898.28337,232733.3566,682375.6154,95179.76923,-413088.3991,2492.156399,1070.163232,-1.803534409,26861,26861,1110.46313,13.30769231,6198396.538,-185707.2915,3.44E+13,381318869.9,0.930459567,5.35755684,238.2735162,23066.63305,0.913824211,0.000279313,14167.75813,0.000235563,13292.76475,0.002429164,70727.78748,1771102.376,1001867.399,1.767801187,2.396890335,-82.29298475
1,13175,229,98109451,89025.72219,224,80.85867173,79,272,23.49941918,86.29020802,30.14154697,0.338288945,0.712012478,908.5128536,1705517,6841.451829,6.841451829,3274.317833,0.478599852,17.5048925,0.150794819,34.13852547,2.12E-05,0.5322661,135281154.2,4.30E+12,25100186372,165416910.5,10189044.38,-1302.12989,90206.5022,270141.7692,28251.76923,-156431.1437,1189.579308,519.4804741,-1.851210838,11822.38462,11822.38462,544.7090377,9.307692308,2478450.846,-69070.94105,2.69E+12,139816950.5,0.931233265,3.080576835,117.8745332,10426.33209,0.928676106,0.000260441,11735.94121,0.000244168,11044.18426,0.000622418,31873.42544,789328.9546,553783.7199,1.425337954,2.194369355,-73.54809869
1,6648,203,54808704,39243.87373,211,86.45637786,88,258,21.74330065,90.7964757,27.7431905,-0.244901064,0.90657874,769.6846194,472330,4529.439061,4.529439061,2818.641209,0.62229366,12.80686859,0.103614807,34.67142987,4.17E-05,0.469685632,72730826.08,6.41E+12,32459960666,171704823.2,5717582.846,43075.36057,36724.92622,140222.8462,9706.307692,-64765.28345,541.302752,233.5807355,-1.899386401,5678.153846,5678.153846,242.6569646,6.461538462,1273790.231,-28555.02318,4.90E+11,75413824.81,0.910460342,3.89259801,66.02782839,5080.371725,0.941659724,0.000363095,12973.53979,0.000327674,11947.33548,0.002564389,45849.65064,571589.6331,392457.3626,1.456437533,2.476803396,-40.71541168
1,22033,226,126106232,163353.0669,209,68.72627423,70,259,24.89077657,75.65051223,31.62618237,-0.217841824,0.365094294,1000.215411,4457563,15979.86888,15.97986888,8447.404916,0.528627924,21.73615557,0.047910297,72.56001481,1.00E-05,0.363197586,289319477.8,2.16E+12,16062333377,141793954.2,21905974.54,-11086.1068,159314.7047,511682.6923,56938.84615,-283941.8302,1780.535128,759.4798255,-1.829610795,19534.53846,19534.53846,789.760481,11.23076923,4689527.615,-127429.9365,1.58E+13,298480402.6,0.917363099,5.90283451,185.0415017,16918.43646,0.928844495,0.000424124,15115.08859,0.000398683,13967.74422,0.001697862,80500.67671,1794291.086,1109185.523,1.617665439,2.32744083,-79.98087656
1,86379,295,709854238,772799.6673,250,80.07469408,80,300,33.82650245,90.64766958,42.49642699,0.015739156,0.014975568,1805.946307,49777981,63939.67693,63.93967693,26290.1574,0.411171258,40.8006151,0.025445658,84.66039392,1.95E-06,0.294129034,1397455720,5.24E+14,-1.68E+12,5640711441,186356579.2,-66037.31737,741459.3337,3003335.231,375673.8462,-1364038.993,5196.128304,2008.277968,-1.781145237,77346.46154,77346.46154,2098.649692,18.23076923,20486052.77,-628871.5463,7.02E+14,1472456596,0.926019961,29.83028555,525.9709852,68095.32351,0.928212609,0.000289442,19074.36465,0.000243779,17878.35398,0.031614569,424987.1034,9238203.892,5182977.052,1.782412656,NA,NA
